"Gene_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"	"diffexpressed2"	"Symbol"
"208051_s_at"	0.0949163999999989	10.8581338	0.723375234349972	0.485361107866075	0.739898340974746	-5.97118784008772	"NO"	"NO"	"PAIP1"
"208058_s_at"	0.0104805999999993	5.0816311	0.147813256039267	0.885309661215328	0.955132597824581	-6.22877186116553	"NO"	"NO"	"MGAT3"
"208066_s_at"	-0.103189400000003	10.6540165	-0.882809459240158	0.39723638918478	0.676351243117161	-5.84432498846523	"NO"	"NO"	"GTF2B"
"208069_x_at"	-0.0382151999999998	4.5534812	-0.386908823582609	0.706603412835451	0.871735817792823	-6.16189503111497	"NO"	"NO"	"GH1"
"208071_s_at"	-0.0747014000000013	6.1992507	-0.777768959892679	0.453991705975971	0.719123784621168	-5.93040492987049	"NO"	"NO"	"LAIR1"
"208072_s_at"	0.1140638	7.9517995	0.907727375437169	0.384522081086925	0.665227865727929	-5.822530549304	"NO"	"NO"	"DGKD"
"208074_s_at"	-0.0522363999999982	7.8395058	-0.212388891198024	0.835898459859929	0.932681198431836	-6.21654168907486	"NO"	"NO"	"AP2S1"
"208075_s_at"	-0.103946799999999	3.7082628	-1.26577090909831	0.2331466840823	0.522219590334482	-5.45621954732398	"NO"	"NO"	"CCL7"
"208084_at"	-0.0143602000000005	4.6816207	-0.173395780248768	0.865660547810836	0.946859112055263	-6.22444799111791	"NO"	"NO"	"ITGB6"
"208089_s_at"	-0.0237303999999989	5.6846766	-0.270980883695727	0.791694949024921	0.913432951202824	-6.20168828723416	"NO"	"NO"	"TDRD3"
"208091_s_at"	-0.1742162	10.2506957	-1.93245633815704	0.0809088968029239	0.312423113434435	-4.56697197554952	"NO"	"NO"	"DKFZP564K0822"
"208093_s_at"	0.452680200000003	9.7813351	2.76191006143946	0.0193511642261728	0.157153257645229	-3.25698796567954	"NO"	"NO"	"NDEL1"
"208094_s_at"	0.0144825999999982	7.2052013	0.18589841497709	0.856091404661033	0.942342011029546	-6.22208577622359	"NO"	"NO"	"MGC10471"
