"Affy_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"	"diffexpressed2"	"Gene.Symbol"	"Symbol"
"1561030_at"	-0.00333333333333385	2.48833333333333	-0.0308949405833331	0.976009842057009	0.991764866501703	-6.90636656096022	"NO"	"NO"	"TMC7"	"TMC7"
"1561033_at"	-0.0333333333333341	2.64	-0.367786778748312	0.721309235727962	0.916181679458009	-6.83322185717954	"NO"	"NO"	"LOC101927211"	"LOC101927211"
"1561034_at"	0.0700000000000003	3.36833333333333	0.665777146828002	0.52181206279144	0.829845099858122	-6.66941011889198	"NO"	"NO"	"RP11-510C10.2"	"RP11-510C10.2"
"1561035_at"	0.0500000000000003	3.48833333333333	0.338900852269421	0.742252912706457	0.924368576870625	-6.84427025716764	"NO"	"NO"	"BC032026 /// RP11-526I2.1"	"BC032026"
"1561041_at"	0.143333333333333	3.54833333333333	1.20867276973169	0.256784237381783	0.639125878765831	-6.16330954369946	"NO"	"NO"	"TNRC6C"	"TNRC6C"
"1561050_a_at"	0.0899999999999994	3.355	0.87187401787646	0.405343504868284	0.763971294628979	-6.50625882196145	"NO"	"NO"	"NAV2-IT1"	"NAV2-IT1"
"1561052_s_at"	0.123333333333333	3.81166666666667	0.874874259803554	0.403791084401584	0.762841747574151	-6.50360488143362	"NO"	"NO"	"AF086219 /// CTD-2647L4.1"	"AF086219"
"1561054_a_at"	0.043333333333333	2.775	0.364789911584227	0.723471143820675	0.917193327380755	-6.83440893710259	"NO"	"NO"	"CCDC14"	"CCDC14"
"1561055_at"	0.0800000000000005	2.80333333333333	0.684023197881217	0.510735666085382	0.824418115777352	-6.6565388511869	"NO"	"NO"	"LOC100507534"	"LOC100507534"
"1561059_a_at"	0.11	3.005	1.0365771715867	0.326276361893605	0.704487308054322	-6.34951226962963	"NO"	"NO"	"LINC00691"	"LINC00691"
"1561060_at"	0.00666666666666771	4.03666666666667	0.0574990327092419	0.955370939597622	0.987827713111166	-6.90507668835423	"NO"	"NO"	"LOC101929752"	"LOC101929752"
"1561061_at"	-0.26	3.81	-2.14815266968581	0.0594181590885936	0.308928629845734	-4.85781769175216	"NO"	"NO"	"LOC729506"	"LOC729506"
"1561062_a_at"	-0.243333333333334	3.08833333333333	-2.24837960310224	0.0503783129465316	0.281495581027248	-4.6998607508822	"NO"	"NO"	"LOC101928850"	"LOC101928850"
"1561064_a_at"	-0.0133333333333345	3.11333333333333	-0.0929434273105418	0.927930961651639	0.981068966685869	-6.90215313110866	"NO"	"NO"	"BC015159"	"BC015159"
"1561069_at"	0.0266666666666668	2.65	0.212648494396992	0.836214690208911	0.954554196340543	-6.88214269715442	"NO"	"NO"	"BC036309 /// RP11-298H24.1"	"BC036309"
"1561075_at"	0.0533333333333323	3.47666666666667	0.5093668692306	0.622426803167318	0.877194165412742	-6.76652596191712	"NO"	"NO"	"LOC101060553"	"LOC101060553"
"1561078_at"	-0.106666666666668	3.34333333333333	-0.779309751578529	0.455276812259796	0.795121849127316	-6.58428333377548	"NO"	"NO"	"RP11-403N16.3"	"RP11-403N16.3"
"1561083_at"	-0.100000000000001	2.83666666666667	-0.594914059416322	0.566171030902813	0.852396764081148	-6.71637775627411	"NO"	"NO"	"LINC01254"	"LINC01254"
"1561084_at"	0.00666666666666682	2.89333333333333	0.0765251230458748	0.940631385982316	0.986860519875811	-6.90367841470096	"NO"	"NO"	"BC044611 /// RP13-539F13.3"	"BC044611"
"1561085_at"	-0.00666666666666771	4.73333333333333	-0.0565663735816862	0.956093980160966	0.9881559585887	-6.90513503278303	"NO"	"NO"	"LOC153910"	"LOC153910"
"1561086_at"	-0.153333333333334	2.98333333333333	-1.35027935857334	0.209042206470892	0.584728019996641	-5.99476181067737	"NO"	"NO"	"AC092667.2"	"AC092667.2"
"1561089_at"	0.0233333333333334	3.90833333333333	0.229749919471154	0.823287430572792	0.950574198237087	-6.87801407734263	"NO"	"NO"	"CTD-2199O4.3 /// CTD-2199O4.7"	"CTD-2199O4.3"
"1561090_at"	0.086666666666666	2.41666666666667	0.880875455541062	0.400698372593258	0.760991473185467	-6.4982732602605	"NO"	"NO"	"LOC400654"	"LOC400654"
