"Gene_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Symbol"
"GI_14141189-S"	-0.297085408504318	10.1959555341842	-1.36225957609266	0.184100580868549	0.357667384874149	-5.60394408138634	"RPL27A"
"GI_14141190-S"	-0.0127166850541718	7.27706549701679	-1.3135888209796	0.1997703875891	0.377499070402307	-5.6658627281116	"HOXB13"
"GI_14141191-S"	0.218521408729037	12.7283111312362	1.65813226151551	0.108583934887118	0.251613049499608	-5.18646091791375	"RPS14"
"GI_14141192-S"	0.189927150365646	9.86499729995879	1.56374672218695	0.129240674372167	0.283714384681789	-5.32710042334049	"RPS9"
"GI_14141194-S"	0.0393515050928848	7.89712215897187	0.935358264447908	0.357693911491963	0.546778654310524	-6.07730933780426	"SDF2"
"GI_14141725-S"	0.0369667540343617	7.51795290222592	1.66586254187	0.107021420670793	0.248844727803751	-5.17464330579381	"SLC30A1"
"GI_14149608-S"	-0.151830452722693	7.57371913946445	-3.46869527116607	0.00172889737959162	0.0136928672463656	-1.47170642372275	"EXTL2"
"GI_14149614-S"	-0.128119643378207	8.40252250112718	-2.37964951637479	0.0244668556449907	0.090310064016081	-3.90778560164178	"MGC4189"
"GI_14149616-S"	-0.290713894709945	9.9346450246967	-3.40882613509578	0.00201750106810277	0.0152579480621409	-1.61660601940122	"NCOA4"
"GI_14149626-S"	-0.0453804613064825	7.53250261507765	-1.4617687676069	0.155067135322175	0.320205614179773	-5.47128493113041	"USP15"
"GI_14149628-S"	0.111469818965122	7.7569486786842	4.50556818290913	0.000109484167856039	0.00204948303148806	1.14924121762331	"XAB1"
"GI_14149650-S"	-0.0656193475087656	7.37327483796825	-3.87619065801103	0.000593965850593275	0.00651890235482137	-0.462827613827423	"NSG-X"
"GI_14149652-S"	-0.0671012427975954	7.42910352304838	-3.10547418918203	0.00435454223719116	0.0262431517856572	-2.33451780492454	"TOR1B"
"GI_14149656-S"	0.14898702499028	9.40626519774638	2.58677934781775	0.0152466241272794	0.064659269147629	-3.4834920440686	"KIAA1049"
"GI_14149666-S"	-0.114941840288078	7.52161125457461	-4.99796473742575	2.87311344694299e-05	0.000870247759098759	2.43233892565468	"SARM1"
"GI_14149670-S"	-0.0514110510260748	7.78027685123316	-1.35886521098341	0.185161352824029	0.358944486721038	-5.60832622876685	"MAST205"
"GI_14149674-S"	-0.058843886822431	7.66122583080026	-1.74034160294729	0.0929087961208142	0.225638294847059	-5.05851292896089	"CSTF2T"
"GI_14149676-S"	0.0347329277449537	7.37345259406201	2.11919654701965	0.043182711120911	0.133325525689486	-4.40775388504283	"LPHN3"
"GI_14149679-S"	0.0806034257759372	8.39310816374479	1.25910440569786	0.218509098062309	0.400841411133585	-5.73281960906808	"MBC2"
"GI_14149687-S"	0.292200979283193	9.1344005991694	4.51189374902633	0.000107623144748734	0.00202554410139927	1.16565119464285	"NICE-3"
"GI_14149689-S"	0.0426130596097627	7.51273304769707	2.43158287550256	0.0217671779395717	0.0832272666351913	-3.80350445451055	"DKFZP434F091"
"GI_14149693-S"	0.0266735544083163	7.28404378742976	1.69878940060733	0.100575000123117	0.238733289765925	-5.12380752966331	"PAL"
"GI_14149701-S"	0.023717425239024	7.66714199930296	0.600184590599512	0.553266327755909	0.71797560324865	-6.33238811785368	"DKFZP566H073"
"GI_14149707-S"	0.169024492530747	8.05603486531856	4.00263523875872	0.000424191584408104	0.00520595191437217	-0.143145467955986	"DKFZP434C171"
"GI_14149711-S"	-0.0182250099746497	7.74354961761333	-0.400326212811691	0.691989683985556	0.818666569655099	-6.43278416470617	"C1QTNF5"
"GI_14149715-S"	-0.00554370068613075	7.50456681176856	-0.175366156211881	0.862068662541332	0.925358720291779	-6.49820129124943	"PPP1R12C"
"GI_14149719-S"	0.04274511805278	7.65886422359918	1.43341698125429	0.162939987476229	0.330584306840306	-5.5099013339737	"FLJ11301"
"GI_14149723-S"	-0.0922315087567531	7.53802711158429	-2.55134496530564	0.0165519212885711	0.0685670166800238	-3.55762928597177	"MESP1"
"GI_14149729-S"	-0.156454615594734	7.61108240707214	-4.67370303556345	6.93764212068771e-05	0.00151397254665975	1.58626872063017	"SMARCAD1"
"GI_14149733-S"	0.0175853784157498	7.40960304939151	0.837733995995782	0.409356593755595	0.596010680310297	-6.1625701356525	"CORO1B"
"GI_14149737-S"	0.119295453227239	7.43316435703091	5.74273577002004	3.8213517242868e-06	0.000254276502440658	4.37281293838163	"NLN"
"GI_14149741-S"	0.00505775508445705	7.49233988749221	0.310987579576921	0.758140333885482	0.860761799012515	-6.46484456311955	"KIAA1536"
"GI_14149772-S"	0.0385582419672685	7.33497812185942	2.36387190733827	0.0253457024074143	0.0922674493916543	-3.93917695346588	"DKFZP564O0523"
"GI_14149778-S"	-0.00564888332715796	7.38857757584011	-0.312947660366492	0.756666552525171	0.859969135497281	-6.46422686081053	"DKFZP564D0478"
"GI_14149780-S"	0.00510596005255071	7.32670838706653	0.3621575397884	0.719985042041492	0.836185617447158	-6.44745757764835	"DKFZP564J047"
"GI_14149782-S"	-0.0922741175420168	7.89327896185466	-1.32071335402048	0.19741434543934	0.374762566749527	-5.65692238518056	"DKFZP566M1046"
"GI_14149784-S"	0.00772199803723694	7.3194163188713	0.461533475139887	0.648023014073685	0.788669369000713	-6.4062270517218	"DKFZP566M114"
"GI_14149786-S"	-0.0182227496769167	7.32261221261617	-1.26329112902383	0.217023436073085	0.399047849159979	-5.72776364466599	"DKFZP434H2010"
"GI_14149788-S"	-0.00358630887685241	7.32655113746267	-0.366702881422584	0.716629409525302	0.833886077476728	-6.44578644840831	"DKFZP434J0113"
"GI_14149792-S"	0.0310570428428978	7.36099638335859	1.57995555269138	0.125479611502369	0.278198889200059	-5.30343335993226	"DKFZP434P0316"
"GI_14149798-S"	-0.0664854289445103	7.63424552378198	-1.21978589746912	0.232839014230795	0.418179157603208	-5.77957070531123	"RAB6C"
"GI_14149802-S"	-0.182357887518165	8.16702240062674	-3.37112577054233	0.00222259287847419	0.0164027354431395	-1.70734582806548	"DKFZP434L0718"
"GI_14149804-S"	-0.170205190719356	9.46635084800917	-1.4482030133937	0.158795312251245	0.324946917356388	-5.48984286460104	"DKFZP434A1319"
"GI_14149806-S"	-0.0576617596347022	7.58551474454887	-1.99753926294933	0.0556826436624372	0.159615713718808	-4.62717547238303	"DKFZP434K1421"
"GI_14149810-S"	0.00129636190860882	7.34349693984629	0.0881660946174148	0.930379534629138	0.963785925470024	-6.50984161566329	"DKFZP434B1727"
"GI_14149816-S"	0.0159183612633242	7.33949588374219	1.01528700779953	0.318763110575664	0.509727957646731	-6.00096391447566	"USP44"
"GI_14149820-S"	0.00246040588544094	7.30894469380563	0.154384769010498	0.87842669023257	0.935477488728992	-6.50170482328002	"DKFZP434G072"
"GI_14149832-S"	0.00881246906259481	7.334968139484	0.5888676663296	0.56072603937471	0.72370788485374	-6.33912131219815	"DKFZp547I094"
"GI_14149848-S"	-0.0146010913213273	7.28888529213832	-1.0321139765959	0.310954129761101	0.502053624781348	-5.9841512778176	"FLJ12363"
"GI_14149856-S"	-0.01724013038789	7.26479865156022	-1.66462059527792	0.107271180196833	0.249282664361992	-5.1765449395224	"FLJ12787"
"GI_14149858-S"	-0.0283892572609643	7.48269877672644	-0.905436940026468	0.373049172458355	0.562762608154781	-6.10438169012503	"PHAX"
"GI_14149860-S"	0.0102002951235489	7.40962377589214	0.56391482745679	0.577353535464057	0.736749698857304	-6.35352565724353	"FLJ13291"
"GI_14149862-A"	-0.0899125805131602	7.59564892527285	-2.57193707194498	0.0157812939126612	0.0662879668763282	-3.51462086383382	"FLJ20542"
"GI_14149864-S"	-0.055731444483885	7.39564985207122	-3.31220129220131	0.00258402787116531	0.0182833860471703	-1.84835279668142	"FLJ13391"
"GI_14149874-S"	0.172092481915318	7.91117959505491	2.89517101796806	0.0073151092489843	0.0381074161817676	-2.81374601827281	"MYST1"
"GI_14149901-S"	-0.037554463795801	7.65345234076081	-0.832245782308831	0.412394154800509	0.598683604619998	-6.16709936771242	"FLJ21742"
"GI_14149905-S"	0.0491644804101457	7.30061547932819	3.56240532349961	0.0013557805903242	0.0115692643646655	-1.24302937198695	"FLJ21777"
"GI_14149929-S"	0.0937749671987191	7.62494269999027	3.19129704892169	0.00351100168328493	0.0225136743008745	-2.13437400093662	"FLJ22679"
"GI_14149947-S"	0.0115314008221405	7.3148063057317	0.764227942944645	0.451198311470311	0.633013634284691	-6.22087549495242	"FLJ23416"
"GI_14149955-S"	-0.0987597343194304	7.58458593379258	-3.63596028813863	0.00111894519221122	0.0101336740896925	-1.06203777070072	"DKFZp564A176"
"GI_14149959-S"	0.00972614992578169	7.43377999566414	0.536959405858701	0.595586480530187	0.750439156320944	-6.36840121332645	"DKFZp434I1916"
"GI_14149963-S"	-0.0162615292320796	7.301059691321	-1.10169165412692	0.28008480018371	0.469205672716266	-5.91193397848907	"DKFZp434E0519"
"GI_14149965-S"	-0.00955416226431272	7.32694784980406	-0.696557612350709	0.491889002655721	0.668086820070126	-6.2700136049323	"DKFZp434F1719"
"GI_14149967-S"	-0.0128037882203005	7.37549528602993	-0.541643313475582	0.592398401607834	0.748302420786161	-6.36586751757512	"DKFZp434F1819"
"GI_14149970-S"	-0.00117207280333798	7.30627455437781	-0.0657105225120384	0.948080663392261	0.97280625558269	-6.51159276440686	"DKFZp434A171"
"GI_14149976-S"	0.0387777321709954	7.31333211659944	2.27833883460904	0.0306308677309277	0.105149075755366	-4.10694126154342	"DKFZp434F142"
"GI_14149978-S"	0.00341081638901208	7.33648432417492	0.151530180064638	0.880656663460966	0.936829918737654	-6.50214709843666	"DKFZp434I1930"
"GI_14149980-S"	-0.0324846569142538	7.3469165333739	-1.54907209324349	0.132724933005635	0.288786117968305	-5.34835170653183	"DKFZp434K2435"
"GI_14149984-S"	-0.0175306766531742	7.38201633115291	-0.746063383945328	0.461919504770231	0.642170204866914	-6.2344948770321	"TBC1D3"
"GI_14149986-S"	-0.056913949298381	7.42169115999456	-2.2383950257357	0.0334257039838084	0.111697255052369	-4.18385725946036	"DKFZp434F054"
"GI_14149994-S"	-0.0148788851305799	7.5169665947134	-0.80007073078949	0.430484040876617	0.615078224201181	-6.19308234201504	"DKFZp434N035"
"GI_14149996-S"	-0.142796169327069	7.4631761249843	-4.45871598359322	0.000124300742662279	0.00225179329138819	1.02778623398099	"DKFZp434D177"
