"Gene_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"	"diffexpressed2"	"Symbol"
"GI_23308558-S"	0.00873178669183972	7.33394573243915	0.495905528885407	0.622389387080926	0.930879806221789	-6.25161053679925	"NO"	"NO"	"FLJ31393"
"GI_23308560-S"	-0.00762437751759304	7.50739604355711	-0.221424023372933	0.825770189109661	0.972863927537197	-6.34905601757258	"NO"	"NO"	"RNPC6"
"GI_23308562-S"	0.0034890194794297	7.30327363442663	0.244056911117302	0.8083029017883	0.970577036047323	-6.3438308567792	"NO"	"NO"	"C6orf78"
"GI_23308566-S"	0.0132146959009347	8.89768985605583	0.0970727302424812	0.923102358933844	0.988486270121595	-6.3687105766295	"NO"	"NO"	"ASRGL1"
"GI_23308570-S"	-0.0095766515079001	7.28063180041833	-0.755220632169758	0.454075658616248	0.884490331423716	-6.09199609291012	"NO"	"NO"	"SLC3A1"
"GI_23308571-S"	0.0769319159255515	7.86315763053392	2.15372892195364	0.0366891655517839	0.415622616731717	-4.18489440146456	"NO"	"NO"	"LENG4"
"GI_23308573-S"	-0.00125354586523674	7.29043068491216	-0.102752157269817	0.91861902961532	0.988485747708226	-6.36814712829842	"NO"	"NO"	"SPRY4"
"GI_23308576-S"	-0.309162921381041	8.4143295257053	-3.06677170788716	0.00366510992595184	0.17329310026071	-2.14670728761897	"NO"	"NO"	"PHGDH"
"GI_23308578-S"	-0.156286003316037	9.96796649434975	-1.52892534671638	0.133325653348016	0.640129130225535	-5.24270561394836	"NO"	"NO"	"TEBP"
"GI_23308584-S"	-0.00212492967612299	7.35958009222432	-0.097889979148577	0.922457065041376	0.988486270121595	-6.3686314703852	"NO"	"NO"	"GABABL"
"GI_23308586-S"	0.0176138621916078	7.31312152855904	1.45488421224269	0.152684577566928	0.667470867360432	-5.34706275812542	"NO"	"NO"	"NAGS"
"GI_23308590-S"	-0.102152846601587	7.48873192809238	-2.86351702813413	0.00635640008862002	0.214409650634698	-2.64407136123373	"NO"	"NO"	"C4orf7"
"GI_23308598-S"	0.0101109649477822	7.23574707851952	0.851437676516787	0.399062379599162	0.857921624362228	-6.01635596162952	"NO"	"NO"	"OFCC1"
"GI_23308602-S"	-0.0192701188430382	7.26796113104186	-1.80249258947552	0.0782092931607485	0.542806818363314	-4.81747750896962	"NO"	"NO"	"MYRIP"
"GI_23308688-S"	-0.0530155791646898	8.05015354116266	-1.90896261417482	0.0626961895053868	0.504569260928764	-4.63568398382889	"NO"	"NO"	"C18B11"
"GI_23308690-S"	-0.0024868458286722	7.25891286700326	-0.213655800617929	0.831786535073932	0.973302247807286	-6.35073257262392	"NO"	"NO"	"BTBD9"
"GI_23308696-S"	-0.0331958421049174	7.91382045250475	-0.91285240539282	0.366215027773137	0.839495555947569	-5.96349610154639	"NO"	"NO"	"SRPR"
"GI_23308700-S"	-0.0270399088244719	7.70510334972123	-1.13780526810202	0.26126073131476	0.77946145417612	-5.73989042265012	"NO"	"NO"	"DRB1"
"GI_23308723-S"	0.0276168338825062	7.27970181806143	1.7036667269044	0.0953834552319651	0.573691168736967	-4.9781595609268	"NO"	"NO"	"Siat7c"
"GI_23308726-S"	-0.000623705062278823	7.23146690836108	-0.0554713736345343	0.956010009671748	0.994588464412114	-6.37186151760548	"NO"	"NO"	"TGFBR2"
"GI_23308730-S"	0.0323216193895899	8.42587190140057	0.560516636056409	0.577924428751316	0.921364986764175	-6.21793178819255	"NO"	"NO"	"TRIP6"
"GI_23308736-S"	0.00306576946551562	7.55336965167783	0.100943843956296	0.920046225716459	0.988486270121595	-6.36833000246159	"NO"	"NO"	"ZNF23"
"GI_23308744-S"	0.00915542380677525	7.3741134050614	0.567021910857091	0.573534404574232	0.920243724033777	-6.21431574872449	"NO"	"NO"	"C20orf132"
"GI_23308748-S"	-0.0183883203669257	7.32839895720328	-1.71239929857045	0.0937494994279828	0.57031905640355	-4.96427870165663	"NO"	"NO"	"C20orf147"
"GI_23312365-S"	0.0955653512836765	7.5802524156404	1.14324990214717	0.259017780191695	0.777708133755181	-5.73390227612672	"NO"	"NO"	"TNFRSF1B"
"GI_23312366-S"	-0.0108331838602824	7.30180332255813	-0.808108576451066	0.42330577828586	0.869700058591089	-6.05150702302809	"NO"	"NO"	"TNFRSF4"
"GI_23312370-A"	0.0350777988222397	7.41502624289298	1.51217499816268	0.137524059329994	0.646464548716675	-5.26672284001121	"NO"	"NO"	"TNFRSF5"
"GI_23312372-S"	-0.0577742875303606	8.69243496591998	-0.653450107171453	0.516811795461962	0.904181129904488	-6.16238071660128	"NO"	"NO"	"TNFRSF1A"
