Id	Description	Map id	Map name	Symbol	Abbreviation	Synonyms	References	Elements	Reaction external id	Mechanical Confidence Score	Lower Bound	Upper Bound	Gene Protein Reaction	Subsystem	Reaction type
619650		16167	CFTR_network_edit				PUBMED:10506164	REACTANT:1496150,PRODUCT:1495998	e304__e304_r						Positive influence
619651		16167	CFTR_network_edit				PUBMED:18285607,PUBMED:10075921,PUBMED:7692448,PUBMED:23990462,PUBMED:11404246,PUBMED:9325249,PUBMED:22701530	REACTANT:1496161,PRODUCT:1496172	e5__e5_r						Positive influence
619652		16167	CFTR_network_edit				PUBMED:9792704,PUBMED:26618866,PUBMED:19019984,PUBMED:18555783,PUBMED:17110338,PUBMED:23248597	REACTANT:1496288,PRODUCT:1496054	e283__e283_r						Positive influence
619653		16167	CFTR_network_edit				PUBMED:12444019,PUBMED:15048129	REACTANT:1496176,PRODUCT:1496001	e208__e208_r						Positive influence
619654		16167	CFTR_network_edit					REACTANT:1496298,PRODUCT:1496098	e163__e163_r						Positive influence
619655		16167	CFTR_network_edit				PUBMED:14503850,PUBMED:12069690	REACTANT:1495992,PRODUCT:1496002	e260__e260_r						Positive influence
619656		16167	CFTR_network_edit					REACTANT:1496186,PRODUCT:1496274	e224__e224_r						Positive influence
619657		16167	CFTR_network_edit				PUBMED:26618866,PUBMED:31014000,PUBMED:17110338,PUBMED:29924966	REACTANT:1496244,PRODUCT:1496301	e245__e245_r						Positive influence
619658		16167	CFTR_network_edit				PUBMED:15215856,PUBMED:16186510,PUBMED:26504085	REACTANT:1496084,PRODUCT:1496306	e52__e52_r						Positive influence
619659		16167	CFTR_network_edit				PUBMED:32144307,PUBMED:18716059,PUBMED:26618866,PUBMED:7692448,PUBMED:19098309,PUBMED:12069690,PUBMED:31408507,PUBMED:10666020,PUBMED:22701530	REACTANT:1496088,PRODUCT:1496289	e32__e32_r						Positive influence
619660		16167	CFTR_network_edit				PUBMED:20351098,PUBMED:17235394,PUBMED:20351101	REACTANT:1496016,PRODUCT:1496242	e244__e244_r						Positive influence
619661		16167	CFTR_network_edit					REACTANT:1496279,PRODUCT:1496263	e219__e219_r						Positive influence
619662		16167	CFTR_network_edit				PUBMED:18302339,PUBMED:19889841,PUBMED:10893422,PUBMED:23148778	REACTANT:1496064,PRODUCT:1496055	e103__e103_r						Positive influence
619663		16167	CFTR_network_edit				PUBMED:9792704,PUBMED:26618866,PUBMED:19019984,PUBMED:18555783,PUBMED:17110338,PUBMED:23248597	REACTANT:1496237,PRODUCT:1496265	e291__e291_r						Positive influence
619664		16167	CFTR_network_edit				PUBMED:10198254,PUBMED:15039462,PUBMED:18570918	REACTANT:1495954,PRODUCT:1496089	e88__e88_r						Positive influence
619665		16167	CFTR_network_edit				PUBMED:19889841,PUBMED:16129695	REACTANT:1496064,PRODUCT:1496283	e104__e104_r						Positive influence
619666		16167	CFTR_network_edit				PUBMED:31672988,PUBMED:22323290	REACTANT:1496298,PRODUCT:1495981	e162__e162_r						Positive influence
619667		16167	CFTR_network_edit				PUBMED:16954204,PUBMED:26618866,PUBMED:18555783	REACTANT:1496189,PRODUCT:1496014	e34__e34_r						Positive influence
619668		16167	CFTR_network_edit				PUBMED:12209004	REACTANT:1496076,PRODUCT:1496100	e110__e110_r						Positive influence
619669		16167	CFTR_network_edit				PUBMED:31974654	REACTANT:1496017,PRODUCT:1496153	e282__e282_r						Positive influence
