Symbol	pathway_name
722	HRAS	FoxO signaling pathway
723	KRAS	FoxO signaling pathway
724	ARAF	FoxO signaling pathway
725	MAP2K1	FoxO signaling pathway
726	CHUK	FoxO signaling pathway
727	IL6	FoxO signaling pathway
728	IL10	FoxO signaling pathway
729	GRM1	FoxO signaling pathway
730	HOMER3	FoxO signaling pathway
731	AGAP2	FoxO signaling pathway
732	SMAD3	FoxO signaling pathway
733	PRKAG2	FoxO signaling pathway
734	PIK3CA	FoxO signaling pathway
735	MAPK1	FoxO signaling pathway
736	PTEN	FoxO signaling pathway
737	TEP1	FoxO signaling pathway
738	STAT3	FoxO signaling pathway
739	CHRM1	Calcium signaling pathway
740	GNAL	Calcium signaling pathway
741	PRKACA	Calcium signaling pathway
742	PLN	Calcium signaling pathway
743	EGFR	Calcium signaling pathway
744	CALML6	Calcium signaling pathway
745	PHKA1	Calcium signaling pathway
746	PPP3CA	Calcium signaling pathway
747	CCN1	Calcium signaling pathway
748	ADCY1	Calcium signaling pathway
749	PLCD3	Calcium signaling pathway
750	PLCB1	Calcium signaling pathway
751	PLCG1	Calcium signaling pathway
752	PLCE1	Calcium signaling pathway
753	PLCZ1	Calcium signaling pathway
754	CD38	Calcium signaling pathway
755	CYSLTR1	Calcium signaling pathway
756	GNA11	Calcium signaling pathway
757	CAMK1D	Calcium signaling pathway
758	IGHV4-38-2	Calcium signaling pathway
759	HRC	Calcium signaling pathway
760	EGF	Calcium signaling pathway
761	ATP2A1	Calcium signaling pathway
762	MYLK4	Calcium signaling pathway
763	ITPR1	Calcium signaling pathway
764	PRKCA	Calcium signaling pathway
765	RYR1	Calcium signaling pathway
766	PDE1A	Calcium signaling pathway
767	NOS1	Calcium signaling pathway
768	TPCN2	Calcium signaling pathway
769	TRDN	Calcium signaling pathway
770	PLCD3	Phosphatidylinositol signaling system
771	PIKFYVE	Phosphatidylinositol signaling system
772	CFD	Phosphatidylinositol signaling system
773	PTEN	Phosphatidylinositol signaling system
774	TEP1	Phosphatidylinositol signaling system
775	CDIPT	Phosphatidylinositol signaling system
776	PIK3C2A	Phosphatidylinositol signaling system
777	PIP4K2A	Phosphatidylinositol signaling system
778	PIK3CA	Phosphatidylinositol signaling system
779	PIP5K1C	Phosphatidylinositol signaling system
780	PI4KA	Phosphatidylinositol signaling system
781	INPP5B	Phosphatidylinositol signaling system
782	INPP5D	Phosphatidylinositol signaling system
783	INPP4A	Phosphatidylinositol signaling system
784	IPMK	Phosphatidylinositol signaling system
785	IPPK	Phosphatidylinositol signaling system
786	INPP5A	Phosphatidylinositol signaling system
787	INPP1	Phosphatidylinositol signaling system
788	MTM1	Phosphatidylinositol signaling system
789	IMPA1	Phosphatidylinositol signaling system
790	ITPKA	Phosphatidylinositol signaling system
791	PPIP5K2	Phosphatidylinositol signaling system
792	IP6K3	Phosphatidylinositol signaling system
793	INPP5F	Phosphatidylinositol signaling system
794	ITPK1	Phosphatidylinositol signaling system
795	CDS1	Phosphatidylinositol signaling system
796	PIP4P2	Phosphatidylinositol signaling system
797	PIK3C3	Phosphatidylinositol signaling system
798	EGF	Phospholipase D signaling pathway
799	PDGFA	Phospholipase D signaling pathway
800	KITLG	Phospholipase D signaling pathway
801	INS	Phospholipase D signaling pathway
802	EGFR	Phospholipase D signaling pathway
803	GRB2	Phospholipase D signaling pathway
804	GAB1	Phospholipase D signaling pathway
805	SHC2	Phospholipase D signaling pathway
806	PTPN11	Phospholipase D signaling pathway
807	SOS1	Phospholipase D signaling pathway
808	HGF	Phospholipase D signaling pathway
809	RRAS2	Phospholipase D signaling pathway
810	RALGDS	Phospholipase D signaling pathway
811	RALA	Phospholipase D signaling pathway
812	RHEB	Phospholipase D signaling pathway
813	AKT3	Phospholipase D signaling pathway
814	TSC1	Phospholipase D signaling pathway
815	ARF1	Phospholipase D signaling pathway
816	RHOA	Phospholipase D signaling pathway
817	RAF1	Phospholipase D signaling pathway
818	MAP2K1	Phospholipase D signaling pathway
819	FCER1A	Phospholipase D signaling pathway
820	FYN	Phospholipase D signaling pathway
821	SLK	Phospholipase D signaling pathway
822	SYK	Phospholipase D signaling pathway
823	PRKCA	Phospholipase D signaling pathway
824	PRKACA	Phospholipase D signaling pathway
825	AVP	Phospholipase D signaling pathway
826	CXCL8	Phospholipase D signaling pathway
827	LPAR6	Phospholipase D signaling pathway
828	GNA12	Phospholipase D signaling pathway
829	PTK2B	Phospholipase D signaling pathway
830	GNA13	Phospholipase D signaling pathway
831	CYTH4	Phospholipase D signaling pathway
832	GNAS	Phospholipase D signaling pathway
833	RAPGEF3	Phospholipase D signaling pathway
834	GAB2	Phospholipase D signaling pathway
835	F2	Phospholipase D signaling pathway
836	AGT	Phospholipase D signaling pathway
837	PLD1	Phospholipase D signaling pathway
838	PIK3CA	Phospholipase D signaling pathway
839	MTOR	Phospholipase D signaling pathway
840	MAPK1	Phospholipase D signaling pathway
841	PLCB1	Phospholipase D signaling pathway
842	PIK3R6	Phospholipase D signaling pathway
843	ADCY1	Phospholipase D signaling pathway
844	PDPK1	Sphingolipid signaling pathway
845	PDK1	Sphingolipid signaling pathway
846	PDPK2P	Sphingolipid signaling pathway
847	RAF1	Sphingolipid signaling pathway
848	MAP2K1	Sphingolipid signaling pathway
849	TNF	Sphingolipid signaling pathway
850	TNFRSF1A	Sphingolipid signaling pathway
851	NSMAF	Sphingolipid signaling pathway
852	TRADD	Sphingolipid signaling pathway
853	FYN	Sphingolipid signaling pathway
854	SLK	Sphingolipid signaling pathway
855	GAB2	Sphingolipid signaling pathway
856	PLD1	Sphingolipid signaling pathway
857	ADORA1	Sphingolipid signaling pathway
858	GNAI1	Sphingolipid signaling pathway
859	PRKCE	Sphingolipid signaling pathway
860	MAPK1	Sphingolipid signaling pathway
861	PLCB1	Sphingolipid signaling pathway
862	TRAF2	Sphingolipid signaling pathway
863	BID	Sphingolipid signaling pathway
864	MAP3K5	Sphingolipid signaling pathway
865	AKT3	Sphingolipid signaling pathway
866	CTSD	Sphingolipid signaling pathway
867	MAPK8	Sphingolipid signaling pathway
868	MAPK14	Sphingolipid signaling pathway
869	S1PR1	Sphingolipid signaling pathway
870	S1PR2	Sphingolipid signaling pathway
871	S1PR3	Sphingolipid signaling pathway
872	S1PR4	Sphingolipid signaling pathway
873	S1PR5	Sphingolipid signaling pathway
874	HRAS	Sphingolipid signaling pathway
875	PIK3CA	Sphingolipid signaling pathway
876	GNAQ	Sphingolipid signaling pathway
877	CMC1	Sphingolipid signaling pathway
878	GNA13	Sphingolipid signaling pathway
879	RHOA	Sphingolipid signaling pathway
880	ROCK1	Sphingolipid signaling pathway
881	PRKCZ	Sphingolipid signaling pathway
882	PPP2R3B	Sphingolipid signaling pathway
883	BCL2	Sphingolipid signaling pathway
884	FCER1A	Sphingolipid signaling pathway
885	KNG1	Sphingolipid signaling pathway
886	SMPD2	Sphingolipid signaling pathway
887	SPHK2	Sphingolipid signaling pathway
888	BAX	Sphingolipid signaling pathway
889	NOS3	Sphingolipid signaling pathway
890	RAC1	Sphingolipid signaling pathway
891	PTEN	Sphingolipid signaling pathway
892	TEP1	Sphingolipid signaling pathway
893	NFKB1	Sphingolipid signaling pathway
894	TP53	Sphingolipid signaling pathway
895	CGA	cAMP signaling pathway
896	NPY	cAMP signaling pathway
897	GHRL	cAMP signaling pathway
898	ADCYAP1R1	cAMP signaling pathway
899	GNAS	cAMP signaling pathway
900	CHRM1	cAMP signaling pathway
901	RAPGEF3	cAMP signaling pathway
902	RRAS2	cAMP signaling pathway
903	RAP1A	cAMP signaling pathway
904	TIAM1	cAMP signaling pathway
905	RAC1	cAMP signaling pathway
906	PRKACA	cAMP signaling pathway
907	RHOA	cAMP signaling pathway
908	CALML6	cAMP signaling pathway
909	GNAI1	cAMP signaling pathway
910	CAMK4	cAMP signaling pathway
911	PPP1R1B	cAMP signaling pathway
912	PPP1CA	cAMP signaling pathway
913	ROCK1	cAMP signaling pathway
914	RAF1	cAMP signaling pathway
915	MAP2K1	cAMP signaling pathway
916	MAPK1	cAMP signaling pathway
917	PPP1R12A	cAMP signaling pathway
918	CREB3	cAMP signaling pathway
919	GLI3	cAMP signaling pathway
920	NFKB1	cAMP signaling pathway
921	SOX9	cAMP signaling pathway
922	SRA1	cAMP signaling pathway
923	PPARA	cAMP signaling pathway
924	NFATC1	cAMP signaling pathway
925	ARAP3	cAMP signaling pathway
926	PIK3CA	cAMP signaling pathway
927	BRAF	cAMP signaling pathway
928	ADCYAP1	cAMP signaling pathway
929	VIP	cAMP signaling pathway
930	POMC	cAMP signaling pathway
931	GCG	cAMP signaling pathway
932	GIP	cAMP signaling pathway
933	NPPA	cAMP signaling pathway
934	EDN1	cAMP signaling pathway
935	SST	cAMP signaling pathway
936	OXT	cAMP signaling pathway
937	CRH	cAMP signaling pathway
938	GPHB5	cAMP signaling pathway
939	ADCY1	cAMP signaling pathway
940	PLD1	cAMP signaling pathway
941	PLCE1	cAMP signaling pathway
942	MAPK8	cAMP signaling pathway
943	PAK1	cAMP signaling pathway
944	AFDN	cAMP signaling pathway
945	ORAI1	cAMP signaling pathway
946	BAD	cAMP signaling pathway
947	MYL9	cAMP signaling pathway
948	PLN	cAMP signaling pathway
949	RYR2	cAMP signaling pathway
950	GRIN3A	cAMP signaling pathway
951	GRIA1	cAMP signaling pathway
952	CFTR	cAMP signaling pathway
953	FXYD1	cAMP signaling pathway
954	SLC9A1	cAMP signaling pathway
955	ATP2B1	cAMP signaling pathway
956	CACNA1C	cAMP signaling pathway
957	BDNF	cAMP signaling pathway
958	FOS	cAMP signaling pathway
959	JUN	cAMP signaling pathway
960	GLI1	cAMP signaling pathway
961	PTCH1	cAMP signaling pathway
962	HHIP	cAMP signaling pathway
963	AMH	cAMP signaling pathway
964	MIF	cAMP signaling pathway
965	ACOX1	cAMP signaling pathway
966	F2R	cAMP signaling pathway
967	PDE10A	cAMP signaling pathway
968	LINC00473	cAMP signaling pathway
969	AKT3	cAMP signaling pathway
970	LIPE	cAMP signaling pathway
971	TNNI3	cAMP signaling pathway
972	TNNC1	cAMP signaling pathway
973	ADRA1D	cGMP-PKG signaling pathway
974	ADRA1A	cGMP-PKG signaling pathway
975	GNA11	cGMP-PKG signaling pathway
976	PRKG1	cGMP-PKG signaling pathway
977	CALML6	cGMP-PKG signaling pathway
978	PRKCE	cGMP-PKG signaling pathway
979	BDKRB2	cGMP-PKG signaling pathway
980	OPRD1	cGMP-PKG signaling pathway
981	ADORA1	cGMP-PKG signaling pathway
982	GNAI1	cGMP-PKG signaling pathway
983	INS	cGMP-PKG signaling pathway
984	INSR	cGMP-PKG signaling pathway
985	IRS1	cGMP-PKG signaling pathway
986	PIK3R6	cGMP-PKG signaling pathway
987	ADRB1	cGMP-PKG signaling pathway
988	GNA13	cGMP-PKG signaling pathway
989	MYLK4	cGMP-PKG signaling pathway
990	RAF1	cGMP-PKG signaling pathway
991	MAP2K1	cGMP-PKG signaling pathway
992	AKT3	cGMP-PKG signaling pathway
993	ROCK1	cGMP-PKG signaling pathway
994	PPP1R12A	cGMP-PKG signaling pathway
995	PPP3CA	cGMP-PKG signaling pathway
996	CCN1	cGMP-PKG signaling pathway
997	NFATC1	cGMP-PKG signaling pathway
998	RHOA	cGMP-PKG signaling pathway
999	PLN	cGMP-PKG signaling pathway
1000	RGS2	cGMP-PKG signaling pathway
1001	NPPA	cGMP-PKG signaling pathway
1002	NPPB	cGMP-PKG signaling pathway
1003	NPPC	cGMP-PKG signaling pathway
1004	CNP	cGMP-PKG signaling pathway
1005	KNG1	cGMP-PKG signaling pathway
1006	PLCB1	cGMP-PKG signaling pathway
1007	SLC8A2	cGMP-PKG signaling pathway
1008	ATP2B1	cGMP-PKG signaling pathway
1009	KCNJ8	cGMP-PKG signaling pathway
1010	NOS3	cGMP-PKG signaling pathway
1011	TRPC6	cGMP-PKG signaling pathway
1012	GTF2I	cGMP-PKG signaling pathway
1013	MYL9	cGMP-PKG signaling pathway
1014	CREB3	cGMP-PKG signaling pathway
1015	BAD	cGMP-PKG signaling pathway
1016	VASP	cGMP-PKG signaling pathway
1017	MAPK1	cGMP-PKG signaling pathway
1018	CACNA1C	cGMP-PKG signaling pathway
1019	PPIF	cGMP-PKG signaling pathway
1020	MEF2B	cGMP-PKG signaling pathway
1021	MYH6	cGMP-PKG signaling pathway
1022	ATP2A1	cGMP-PKG signaling pathway
1023	NPR1	cGMP-PKG signaling pathway
1024	NPR2	cGMP-PKG signaling pathway
1025	CSF1	PI3K-Akt signaling pathway
1026	CSF1R	PI3K-Akt signaling pathway
1027	GRB2	PI3K-Akt signaling pathway
1028	SOS1	PI3K-Akt signaling pathway
1029	HGF	PI3K-Akt signaling pathway
1030	HRAS	PI3K-Akt signaling pathway
1031	RAF1	PI3K-Akt signaling pathway
1032	MAP2K1	PI3K-Akt signaling pathway
1033	MTOR	PI3K-Akt signaling pathway
1034	RPS6KB1	PI3K-Akt signaling pathway
1035	STK11	PI3K-Akt signaling pathway
1036	IRS1	PI3K-Akt signaling pathway
1037	TLR2	PI3K-Akt signaling pathway
1038	RAC1	PI3K-Akt signaling pathway
1039	SYK	PI3K-Akt signaling pathway
1040	JAK1	PI3K-Akt signaling pathway
1041	PTK2	PI3K-Akt signaling pathway
1042	PDPK1	PI3K-Akt signaling pathway
1043	PDK1	PI3K-Akt signaling pathway
1044	PDPK2P	PI3K-Akt signaling pathway
1045	AKT3	PI3K-Akt signaling pathway
1046	GSK3B	PI3K-Akt signaling pathway
1047	FOXO3	PI3K-Akt signaling pathway
1048	CREB3	PI3K-Akt signaling pathway
1049	NFKB1	PI3K-Akt signaling pathway
1050	MDM2	PI3K-Akt signaling pathway
1051	YWHAQ	PI3K-Akt signaling pathway
1052	BAD	PI3K-Akt signaling pathway
1053	EIF4EBP1	PI3K-Akt signaling pathway
1054	CRTC2	PI3K-Akt signaling pathway
1055	PHLPP2	PI3K-Akt signaling pathway
1056	PPP2R3B	PI3K-Akt signaling pathway
1057	THEM4	PI3K-Akt signaling pathway
1058	CHUK	PI3K-Akt signaling pathway
1059	MTCP1	PI3K-Akt signaling pathway
1060	NR4A1	PI3K-Akt signaling pathway
1061	IGHV4-38-2	PI3K-Akt signaling pathway
1062	MAGI1	PI3K-Akt signaling pathway
1063	BAP1	PI3K-Akt signaling pathway
1064	MAPK1	PI3K-Akt signaling pathway
1065	EIF4B	PI3K-Akt signaling pathway
1066	RPS6	PI3K-Akt signaling pathway
1067	PRKAA1	PI3K-Akt signaling pathway
1068	PIK3CA	PI3K-Akt signaling pathway
1069	CD19	PI3K-Akt signaling pathway
1070	PRKCA	PI3K-Akt signaling pathway
1071	PRKACA	PI3K-Akt signaling pathway
1072	PKN3	PI3K-Akt signaling pathway
1073	NOS3	PI3K-Akt signaling pathway
1074	CDKN1A	PI3K-Akt signaling pathway
1075	CDKN1B	PI3K-Akt signaling pathway
1076	CASP9	PI3K-Akt signaling pathway
1077	GYS1	PI3K-Akt signaling pathway
1078	MYC	PI3K-Akt signaling pathway
1079	CCND1	PI3K-Akt signaling pathway
1080	RBL2	PI3K-Akt signaling pathway
1081	PCK1	PI3K-Akt signaling pathway
1082	G6PC1	PI3K-Akt signaling pathway
1083	FASLG	PI3K-Akt signaling pathway
1084	BCL2L11	PI3K-Akt signaling pathway
1085	BCL2	PI3K-Akt signaling pathway
1086	MCL1	PI3K-Akt signaling pathway
1087	BCL2L1	PI3K-Akt signaling pathway
1088	MYB	PI3K-Akt signaling pathway
1089	TP53	PI3K-Akt signaling pathway
1090	EIF4E	PI3K-Akt signaling pathway
1091	RXRA	PI3K-Akt signaling pathway
1092	PTEN	PI3K-Akt signaling pathway
1093	TEP1	PI3K-Akt signaling pathway
1094	BRCA1	PI3K-Akt signaling pathway
1095	LEP	AMPK signaling pathway
1096	ADIPOQ	AMPK signaling pathway
1097	ELAVL1	AMPK signaling pathway
1098	IGF1	AMPK signaling pathway
1099	IGF1R	AMPK signaling pathway
1100	INS	AMPK signaling pathway
1101	INSR	AMPK signaling pathway
1102	IRS1	AMPK signaling pathway
1103	RHEB	AMPK signaling pathway
1104	MTOR	AMPK signaling pathway
1105	PRKAG2	AMPK signaling pathway
1106	EEF2K	AMPK signaling pathway
1107	CAMKK2	AMPK signaling pathway
1108	MAP3K7	AMPK signaling pathway
1109	PDPK1	AMPK signaling pathway
1110	PDK1	AMPK signaling pathway
1111	PDPK2P	AMPK signaling pathway
1112	FOXO1	AMPK signaling pathway
1113	PPARGC1A	AMPK signaling pathway
1114	HNF4A	AMPK signaling pathway
1115	CRTC2	AMPK signaling pathway
1116	CREB3	AMPK signaling pathway
1117	SREBF1	AMPK signaling pathway
1118	ADRA1A	AMPK signaling pathway
1119	CIDEA	AMPK signaling pathway
1120	LEPR	AMPK signaling pathway
1121	ADIPOR1	AMPK signaling pathway
1122	CCND1	AMPK signaling pathway
1123	CCNA2	AMPK signaling pathway
1124	CCN1	AMPK signaling pathway
1125	PIK3CA	AMPK signaling pathway
1126	RPS6KB1	AMPK signaling pathway
1127	PPARG	AMPK signaling pathway
1128	EEF2	AMPK signaling pathway
1129	EIF4EBP1	AMPK signaling pathway
1130	ULK1	AMPK signaling pathway
1131	PFKFB1	AMPK signaling pathway
1132	MLYCD	AMPK signaling pathway
1133	AKT3	AMPK signaling pathway
1134	GYS1	AMPK signaling pathway
1135	LIPE	AMPK signaling pathway
1136	HMGCR	AMPK signaling pathway
1137	ACACB	AMPK signaling pathway
1138	ACACA	AMPK signaling pathway
1139	G6PC1	AMPK signaling pathway
1140	PCK1	AMPK signaling pathway
1141	SLC2A4	AMPK signaling pathway
1142	FASN	AMPK signaling pathway
1143	FAS	AMPK signaling pathway
1144	SCD	AMPK signaling pathway
1145	TBC1D1	AMPK signaling pathway
1146	CD36	AMPK signaling pathway
1147	CFTR	AMPK signaling pathway
1148	SLC7A5	mTOR signaling pathway
1149	RRAGB	mTOR signaling pathway
1150	FNIP2	mTOR signaling pathway
1151	FZD10	mTOR signaling pathway
1152	MTOR	mTOR signaling pathway
1153	RICTOR	mTOR signaling pathway
1154	TELO2	mTOR signaling pathway
1155	CLK2	mTOR signaling pathway
1156	SLC38A9	mTOR signaling pathway
1157	ATP6V1G3	mTOR signaling pathway
1158	TNF	mTOR signaling pathway
1159	TNFRSF1A	mTOR signaling pathway
1160	IGF1	mTOR signaling pathway
1161	IGF1R	mTOR signaling pathway
1162	GRB2	mTOR signaling pathway
1163	SOS1	mTOR signaling pathway
1164	HGF	mTOR signaling pathway
1165	HRAS	mTOR signaling pathway
1166	AKT3	mTOR signaling pathway
1167	RAF1	mTOR signaling pathway
1168	MAP2K1	mTOR signaling pathway
1169	MAPK1	mTOR signaling pathway
1170	PDPK1	mTOR signaling pathway
1171	PDK1	mTOR signaling pathway
1172	PDPK2P	mTOR signaling pathway
1173	IRS1	mTOR signaling pathway
1174	RPS6KB1	mTOR signaling pathway
1175	GRB10	mTOR signaling pathway
1176	DVL1	mTOR signaling pathway
1177	DEPTOR	mTOR signaling pathway
1178	AKT1S1	mTOR signaling pathway
1179	NPRL2	mTOR signaling pathway
1180	NPR2	mTOR signaling pathway
1181	MIOS	mTOR signaling pathway
1182	SESN2	mTOR signaling pathway
1183	SKP2	mTOR signaling pathway
1184	RNF152	mTOR signaling pathway
1185	EIF4EBP1	mTOR signaling pathway
1186	PRKAA1	mTOR signaling pathway
1187	RHEB	mTOR signaling pathway
1188	PIK3CA	mTOR signaling pathway
1189	CHUK	mTOR signaling pathway
1190	CASTOR1	mTOR signaling pathway
1191	SLC3A2	mTOR signaling pathway
1192	RRAGD	mTOR signaling pathway
1193	FLCN	mTOR signaling pathway
1194	LRP6	mTOR signaling pathway
1195	MLST8	mTOR signaling pathway
1196	RPTOR	mTOR signaling pathway
1197	TTI1	mTOR signaling pathway
1198	MAPKAP1	mTOR signaling pathway
1199	PRR5	mTOR signaling pathway
1200	LAMTOR5	mTOR signaling pathway
1201	IKBKB	mTOR signaling pathway
1202	RPS6KA6	mTOR signaling pathway
1203	GSK3B	mTOR signaling pathway
1204	EIF4B	mTOR signaling pathway
1205	RPS6	mTOR signaling pathway
1206	EIF4E	mTOR signaling pathway
1207	CLIP1	mTOR signaling pathway
1208	LPIN1	mTOR signaling pathway
1209	RHOA	mTOR signaling pathway
1210	PRKCA	mTOR signaling pathway
1211	SGK1	mTOR signaling pathway
1212	ULK1	mTOR signaling pathway
1213	CASTOR2	mTOR signaling pathway
1214	CTSG	Neuroactive ligand-receptor interaction
1215	CGA	Neuroactive ligand-receptor interaction
1216	CSH1	Neuroactive ligand-receptor interaction
1217	LEP	Neuroactive ligand-receptor interaction
1218	PRL	Neuroactive ligand-receptor interaction
1219	AGT	Neuroactive ligand-receptor interaction
1220	APLN	Neuroactive ligand-receptor interaction
1221	GRP	Neuroactive ligand-receptor interaction
1222	KNG1	Neuroactive ligand-receptor interaction
1223	C3	Neuroactive ligand-receptor interaction
1224	C5	Neuroactive ligand-receptor interaction
1225	CCK	Neuroactive ligand-receptor interaction
1226	EDN1	Neuroactive ligand-receptor interaction
1227	GAL	Neuroactive ligand-receptor interaction
1228	GHRL	Neuroactive ligand-receptor interaction
1229	KISS1	Neuroactive ligand-receptor interaction
1230	POMC	Neuroactive ligand-receptor interaction
1231	MLN	Neuroactive ligand-receptor interaction
1232	NPVF	Neuroactive ligand-receptor interaction
1233	NPY	Neuroactive ligand-receptor interaction
1234	NPB	Neuroactive ligand-receptor interaction
1235	NTS	Neuroactive ligand-receptor interaction
1236	PDYN	Neuroactive ligand-receptor interaction
1237	HCRT	Neuroactive ligand-receptor interaction
1238	PPOX	Neuroactive ligand-receptor interaction
1239	OXT	Neuroactive ligand-receptor interaction
1240	CORT	Neuroactive ligand-receptor interaction
1241	TAC4	Neuroactive ligand-receptor interaction
1242	HK1	Neuroactive ligand-receptor interaction
1243	TAC1	Neuroactive ligand-receptor interaction
1244	TAC3	Neuroactive ligand-receptor interaction
1245	UTS2	Neuroactive ligand-receptor interaction
1246	UCN2	Neuroactive ligand-receptor interaction
1247	AVP	Neuroactive ligand-receptor interaction
1248	PRLH	Neuroactive ligand-receptor interaction
1249	PMCH	Neuroactive ligand-receptor interaction
1250	GNRH1	Neuroactive ligand-receptor interaction
1251	TRH	Neuroactive ligand-receptor interaction
1252	INSL5	Neuroactive ligand-receptor interaction
1253	ADM	Neuroactive ligand-receptor interaction
1254	UCN3	Neuroactive ligand-receptor interaction
1255	GIP	Neuroactive ligand-receptor interaction
1256	GCG	Neuroactive ligand-receptor interaction
1257	GHRH	Neuroactive ligand-receptor interaction
1258	PTH2	Neuroactive ligand-receptor interaction
1259	ADCYAP1	Neuroactive ligand-receptor interaction
1260	SCT	Neuroactive ligand-receptor interaction
